reservation_id,full_name,email,domain_email,reservation_date,payment_date,start_date,end_date,total_price,currency,provider,payment_status
116,Ajiono Ramadan,ajionoramadan@gmail.com,gmail.com,2023-07-15 01:35:27.829,2023-07-23 09:23:23.727605,2023-07-24 22:15:30.736,2023-08-02 15:50:53.131,15000000.0,IDR,BRI,Success
117,Tania Permadi,taniapermadi@hotmail.com,hotmail.com,2017-04-14 02:59:06.899,2017-04-24 20:02:22.709654,2017-05-05 03:26:28.122,2017-05-11 07:17:45.347,1000000.0,IDR,BCA,Success
118,Martani Safitri,martanisafitri@hotmail.com,hotmail.com,2023-05-04 03:26:38.361,2023-05-22 10:47:22.187549,2023-05-23 22:47:14.262,2023-05-25 12:25:01.218,9000000.0,IDR,Permata,Success
119,Padmi Nababan,padminababan@hotmail.com,hotmail.com,2015-12-13 10:48:36.625,2015-12-14 21:41:03.111260,2016-01-04 10:09:19.323,2016-01-11 05:36:48.516,13000000.0,IDR,BRI,Success
120,Edison Pradana,edisonpradana@gmail.com,gmail.com,2019-05-28 15:03:14.467,2019-06-01 12:50:33.657788,2019-06-01 15:36:56.753,2019-06-12 10:59:08.328,11000000.0,IDR,Mandiri,Success
121,Limar Mandala,limarmandala@yahoo.com,yahoo.com,2020-10-01 17:36:14.245,2020-10-21 05:05:27.481884,2020-10-23 17:47:19.798,2020-10-30 08:38:15.792,1000000.0,IDR,Mandiri,Success
123,Cahyadi Hassanah,cahyadihassanah@gmail.com,gmail.com,2015-06-30 17:07:51.471,2015-07-06 02:06:00.974684,2015-07-06 03:03:56.884,2015-07-11 04:10:10.503,1000000.0,IDR,BCA,Success
124,Purwadi Prabowo,purwadiprabowo@hotmail.com,hotmail.com,2021-11-21 06:27:09.533,Tidak Ada Data,2021-12-14 06:01:32.181,2021-12-17 15:31:11.502,15000000.0,IDR,BNI,Waiting
125,Prabowo Rahayu,praboworahayu@gmail.com,gmail.com,2020-12-05 23:28:53.982,Tidak Ada Data,2020-12-29 16:39:37.056,2021-01-02 20:13:49.997,7000000.0,IDR,BSI,Failed
126,Danuja Widiastuti,danujawidiastuti@yahoo.com,yahoo.com,2019-01-01 22:26:05.693,2019-01-07 20:07:31.978088,2019-01-10 16:13:01.823,2019-01-18 16:14:09.067,1000000.0,IDR,Mandiri,Success
127,Jane Padmasari,janepadmasari@gmail.com,gmail.com,2022-06-27 20:11:57.034,2022-06-27 21:28:30.793051,2022-06-28 07:13:21.358,2022-07-03 19:40:58.155,5000000.0,IDR,BNI,Success
194,Mulya Hutagalung,mulyahutagalung@hotmail.com,hotmail.com,2023-04-05 13:28:30.932,2023-04-10 21:24:44.500267,2023-04-15 01:45:09.596,2023-04-19 01:20:00.434,13000000.0,IDR,BSI,Success
128,Dasa Purnawati,dasapurnawati@gmail.com,gmail.com,2021-05-31 08:23:15.544,2021-06-19 03:11:07.682870,2021-06-21 20:28:16.700,2021-06-22 02:31:09.640,11000000.0,IDR,BCA,Success
129,Kamila Hutasoit,kamilahutasoit@hotmail.com,hotmail.com,2019-10-29 09:24:29.719,2019-11-19 15:57:14.924264,2019-11-22 04:12:02.314,2019-12-02 01:18:19.581,7000000.0,IDR,BRI,Success
130,Dian Waluyo,dianwaluyo@hotmail.com,hotmail.com,2015-09-09 14:43:35.563,Tidak Ada Data,2015-09-30 13:59:15.409,2015-10-03 18:44:14.065,5000000.0,IDR,BNI,Failed
131,Lala Widodo,lalawidodo@yahoo.com,yahoo.com,2021-11-28 22:32:08.013,2021-12-03 07:44:11.045988,2021-12-04 07:24:19.517,2021-12-16 22:40:23.267,3000000.0,IDR,BRI,Success
132,Harjo Pradipta,harjopradipta@hotmail.com,hotmail.com,2016-08-07 23:42:10.885,2016-08-09 18:32:53.807626,2016-08-09 20:04:05.426,2016-08-23 04:43:52.724,15000000.0,IDR,Dana,Success
133,Naradi Siregar,naradisiregar@yahoo.com,yahoo.com,2019-02-01 10:52:21.936,2019-02-16 16:28:10.458898,2019-02-18 08:43:03.965,2019-02-26 01:28:52.679,9000000.0,IDR,Ovo,Success
134,Timbul Jailani,timbuljailani@yahoo.com,yahoo.com,2023-12-20 20:04:29.644,2023-12-27 10:44:03.834656,2024-01-16 01:01:08.301,2024-01-18 00:29:29.252,5000000.0,IDR,Permata,Success
225,Galih Waluyo,galihwaluyo@yahoo.com,yahoo.com,2020-07-17 13:40:31.124,2020-07-20 22:39:18.375172,2020-08-11 16:51:47.994,2020-08-18 01:06:17.615,15000000.0,IDR,Mandiri,Success
135,Hesti Ardianto,hestiardianto@yahoo.com,yahoo.com,2018-12-31 18:01:09.633,Tidak Ada Data,2019-01-25 03:46:40.861,2019-01-31 00:58:09.679,13000000.0,IDR,BCA,Failed
136,Harja Wastuti,harjawastuti@hotmail.com,hotmail.com,2019-01-03 04:50:47.743,2019-01-17 16:20:27.255987,2019-01-21 12:01:07.673,2019-01-25 20:08:13.585,1000000.0,IDR,BNI,Success
137,Jane Hastuti,janehastuti@yahoo.com,yahoo.com,2017-08-05 17:33:53.124,2017-08-23 13:03:48.717315,2017-08-23 22:12:07.577,2017-08-28 08:57:08.942,9000000.0,IDR,BNI,Success
138,Citra Namaga,citranamaga@gmail.com,gmail.com,2016-01-05 19:55:56.881,2016-01-19 20:59:48.846173,2016-02-03 11:05:40.177,2016-02-16 23:05:34.603,15000000.0,IDR,Mandiri,Success
218,Rafi Sihotang,rafisihotang@yahoo.com,yahoo.com,2015-11-09 07:18:13.346,2015-12-01 02:39:54.232538,2015-12-02 21:27:32.109,2015-12-09 09:08:13.725,15000000.0,IDR,BCA,Success
219,Dimaz Agustina,dimazagustina@yahoo.com,yahoo.com,2015-06-08 04:02:04.142,2015-06-11 03:42:31.347616,2015-07-01 20:02:30.059,2015-07-04 10:16:40.387,15000000.0,IDR,Mandiri,Success
139,Estiawan Saragih,estiawansaragih@hotmail.com,hotmail.com,2016-08-30 18:52:49.985,2016-09-15 14:06:21.733799,2016-09-20 18:18:02.814,2016-09-25 21:35:42.582,1000000.0,IDR,Ovo,Success
140,Atmaja Purnawati,atmajapurnawati@yahoo.com,yahoo.com,2022-10-30 07:12:52.566,Tidak Ada Data,2022-11-17 16:59:36.532,2022-11-21 15:08:45.685,3000000.0,IDR,Permata,Waiting
141,Harja Wastuti,harjawastuti@hotmail.com,hotmail.com,2023-04-05 05:25:30.058,2023-04-15 00:03:55.370521,2023-04-23 22:20:21.380,2023-05-04 16:58:19.782,3000000.0,IDR,Ovo,Success
142,Lega Hariyah,legahariyah@gmail.com,gmail.com,2019-04-20 08:08:33.940,2019-04-28 02:43:52.750954,2019-05-01 09:17:16.101,2019-05-04 18:56:33.818,15000000.0,IDR,BCA,Success
226,Yessi Nasyiah,yessinasyiah@hotmail.com,hotmail.com,2017-12-04 20:24:25.417,2017-12-09 03:06:15.212638,2017-12-25 11:38:15.188,2018-01-02 21:27:35.845,11000000.0,IDR,Permata,Success
143,Lutfan Salahudin,lutfansalahudin@yahoo.com,yahoo.com,2020-01-24 09:19:54.120,2020-02-12 04:01:19.147107,2020-02-18 04:48:48.000,2020-02-19 18:12:52.126,13000000.0,IDR,BCA,Success
144,Gara Pertiwi,garapertiwi@hotmail.com,hotmail.com,2023-06-15 17:47:40.479,2023-06-16 09:27:51.715434,2023-06-20 13:00:25.590,2023-07-01 21:36:58.781,3000000.0,IDR,Dana,Success
145,Empluk Saptono,empluksaptono@gmail.com,gmail.com,2021-02-16 23:47:32.608,2021-02-18 03:52:24.319035,2021-02-18 04:20:31.544,2021-02-21 16:26:50.769,7000000.0,IDR,BRI,Success
148,Ratna Hakim,ratnahakim@hotmail.com,hotmail.com,2016-02-04 15:19:31.513,Tidak Ada Data,2016-02-14 13:49:58.485,2016-02-21 23:36:14.302,15000000.0,IDR,Mandiri,Failed
149,Fathonah Anggraini,fathonahanggraini@hotmail.com,hotmail.com,2023-06-23 11:23:59.016,2023-07-02 19:06:42.710580,2023-07-08 15:59:43.652,2023-07-21 08:27:35.717,3000000.0,IDR,BRI,Success
150,Embuh Saptono,embuhsaptono@yahoo.com,yahoo.com,2018-05-01 08:51:59.806,2018-05-06 16:53:47.963211,2018-05-25 05:22:03.362,2018-05-31 11:22:45.011,9000000.0,IDR,BSI,Success
151,Prabu Aryani,prabuaryani@hotmail.com,hotmail.com,2023-11-05 10:27:21.892,2023-11-09 03:16:16.765855,2023-11-15 02:23:12.644,2023-11-24 02:55:22.967,1000000.0,IDR,Mandiri,Success
152,Vivi Ardianto,viviardianto@hotmail.com,hotmail.com,2023-06-20 10:11:42.957,2023-06-22 09:39:10.432771,2023-07-01 14:29:01.573,2023-07-10 06:10:15.259,1000000.0,IDR,Mandiri,Success
153,Kacung Wibisono,kacungwibisono@hotmail.com,hotmail.com,2021-11-26 03:37:20.138,Tidak Ada Data,2021-12-03 04:39:34.368,2021-12-14 14:27:32.364,11000000.0,IDR,Ovo,Failed
336,Gatot Mahendra,gatotmahendra@yahoo.com,yahoo.com,2015-04-05 03:18:45.376,2015-04-21 08:03:51.220644,2015-04-26 10:10:16.873,2015-04-27 17:32:12.124,13000000.0,IDR,BSI,Success
154,Kanda Puspita,kandapuspita@hotmail.com,hotmail.com,2016-04-09 18:14:35.000,2016-04-25 14:38:10.901873,2016-05-01 00:16:38.640,2016-05-06 07:02:47.121,9000000.0,IDR,BNI,Success
155,Ayu Hariyah,ayuhariyah@hotmail.com,hotmail.com,2020-04-22 16:20:11.610,2020-05-13 00:04:55.988451,2020-05-15 15:09:54.575,2020-05-27 19:08:45.406,11000000.0,IDR,BSI,Success
156,Gandewa Permadi,gandewapermadi@hotmail.com,hotmail.com,2023-08-09 18:06:37.976,2023-08-19 21:28:52.649657,2023-08-31 21:53:59.630,2023-09-14 20:26:25.640,7000000.0,IDR,BRI,Success
157,Rafi Hidayanto,rafihidayanto@hotmail.com,hotmail.com,2019-01-08 09:13:37.119,2019-01-19 12:24:41.549844,2019-02-03 03:15:15.424,2019-02-14 02:16:26.506,3000000.0,IDR,Permata,Success
158,Wani Melani,wanimelani@hotmail.com,hotmail.com,2020-07-08 20:37:52.670,2020-07-09 22:46:56.511708,2020-07-13 21:40:44.117,2020-07-27 06:41:33.408,9000000.0,IDR,Dana,Success
159,Imam Padmasari,imampadmasari@yahoo.com,yahoo.com,2018-09-22 00:44:04.937,2018-09-29 23:17:15.479576,2018-10-11 19:59:25.513,2018-10-20 00:40:21.300,3000000.0,IDR,BRI,Success
160,Panca Saptono,pancasaptono@yahoo.com,yahoo.com,2019-02-04 02:08:38.368,2019-02-20 12:15:47.369503,2019-02-22 16:52:55.972,2019-03-07 03:39:24.121,3000000.0,IDR,BNI,Success
161,Ega Mardhiyah,egamardhiyah@hotmail.com,hotmail.com,2018-05-15 13:23:20.715,2018-06-02 12:08:18.753743,2018-06-02 16:31:51.790,2018-06-07 12:59:36.636,11000000.0,IDR,BCA,Success
162,Lega Januar,legajanuar@yahoo.com,yahoo.com,2017-04-07 22:22:39.403,2017-04-12 13:50:29.168003,2017-05-07 19:18:39.389,2017-05-11 20:26:09.759,3000000.0,IDR,BRI,Success
163,Kezia Firmansyah,keziafirmansyah@gmail.com,gmail.com,2018-06-09 07:47:25.410,2018-06-22 13:27:13.404152,2018-07-09 17:18:30.420,2018-07-14 03:50:17.222,1000000.0,IDR,Permata,Success
337,Oman Farida,omanfarida@yahoo.com,yahoo.com,2018-08-23 19:50:50.961,2018-08-26 23:17:55.605027,2018-09-06 15:32:43.503,2018-09-10 18:09:59.177,15000000.0,IDR,BNI,Success
164,Najwa Simbolon,najwasimbolon@yahoo.com,yahoo.com,2018-02-18 05:46:32.044,2018-03-07 00:43:44.620445,2018-03-10 12:02:59.063,2018-03-23 09:23:56.599,1000000.0,IDR,BSI,Success
165,Hendri Hidayat,hendrihidayat@hotmail.com,hotmail.com,2020-06-21 03:26:32.374,2020-06-30 03:24:01.348148,2020-07-11 18:20:39.305,2020-07-16 01:04:13.679,5000000.0,IDR,Ovo,Success
166,Bakianto Prastuti,bakiantoprastuti@hotmail.com,hotmail.com,2021-12-24 13:24:57.404,2022-01-21 01:54:04.836545,2022-01-23 11:53:46.645,2022-01-26 16:23:17.979,11000000.0,IDR,BNI,Success
167,Harja Wastuti,harjawastuti@hotmail.com,hotmail.com,2015-12-12 10:53:00.493,2015-12-22 05:55:21.989877,2015-12-29 15:27:54.764,2016-01-12 08:58:12.690,15000000.0,IDR,BNI,Success
168,Elvina Situmorang,elvinasitumorang@gmail.com,gmail.com,2021-06-23 00:51:55.937,2021-07-03 19:29:06.646382,2021-07-07 01:21:52.214,2021-07-08 17:13:33.727,15000000.0,IDR,Permata,Success
169,Catur Budiyanto,caturbudiyanto@yahoo.com,yahoo.com,2016-02-11 12:12:39.145,2016-02-11 16:02:36.491204,2016-02-14 15:31:48.214,2016-02-17 13:24:33.740,15000000.0,IDR,BSI,Success
170,Viktor Maheswara,viktormaheswara@yahoo.com,yahoo.com,2019-12-09 16:29:57.262,2019-12-10 12:37:15.370073,2019-12-11 09:30:54.498,2019-12-22 14:08:09.215,13000000.0,IDR,Permata,Success
171,Rahman Pradipta,rahmanpradipta@gmail.com,gmail.com,2015-03-21 16:44:43.002,2015-03-26 12:38:54.726878,2015-04-08 09:30:50.754,2015-04-11 05:19:00.996,5000000.0,IDR,BCA,Success
380,Dodo Adriansyah,dodoadriansyah@gmail.com,gmail.com,2020-02-23 05:19:19.238,2020-03-07 07:25:04.374195,2020-03-21 17:39:38.126,2020-03-31 05:35:34.677,7000000.0,IDR,Dana,Success
172,Daru Latupono,darulatupono@hotmail.com,hotmail.com,2018-09-27 01:41:21.886,2018-09-28 06:14:54.129614,2018-10-18 04:59:54.349,2018-10-26 17:53:04.600,9000000.0,IDR,Permata,Success
173,Vanesa Sitorus,vanesasitorus@hotmail.com,hotmail.com,2019-06-01 08:03:27.347,2019-06-02 07:04:43.993247,2019-06-03 19:54:23.800,2019-06-13 20:06:06.496,15000000.0,IDR,BRI,Success
174,Gabriella Iswahyudi,gabriellaiswahyudi@gmail.com,gmail.com,2017-09-18 15:58:13.045,2017-09-21 16:33:37.887047,2017-10-18 17:51:43.088,2017-11-01 12:34:02.279,11000000.0,IDR,BSI,Success
175,Ganjaran Pratiwi,ganjaranpratiwi@hotmail.com,hotmail.com,2015-11-06 15:16:37.248,2015-11-13 06:37:48.464276,2015-11-17 06:47:37.032,2015-11-28 20:25:06.296,9000000.0,IDR,BCA,Success
176,Purwadi Rahmawati,purwadirahmawati@yahoo.com,yahoo.com,2023-06-08 06:17:20.582,Tidak Ada Data,2023-06-29 22:01:22.599,2023-07-13 03:47:28.674,5000000.0,IDR,BCA,Failed
177,Rosman Laksmiwati,rosmanlaksmiwati@gmail.com,gmail.com,2023-09-30 16:08:47.468,2023-10-28 03:18:58.367911,2023-10-29 09:51:10.654,2023-11-02 10:41:16.440,15000000.0,IDR,BCA,Success
185,Sidiq Wulandari,sidiqwulandari@hotmail.com,hotmail.com,2017-07-21 04:15:54.522,Tidak Ada Data,2017-08-16 04:47:21.264,2017-08-26 17:10:02.987,3000000.0,IDR,BCA,Failed
186,Maman Mahendra,mamanmahendra@yahoo.com,yahoo.com,2016-10-18 07:46:43.128,2016-10-27 11:30:25.573634,2016-11-02 17:05:44.200,2016-11-14 19:29:31.397,7000000.0,IDR,BCA,Success
178,Setya Rajasa,setyarajasa@yahoo.com,yahoo.com,2022-11-24 23:22:42.395,2022-11-25 20:14:55.940342,2022-11-30 14:20:27.780,2022-12-12 10:42:05.923,7000000.0,IDR,Ovo,Success
191,Ghaliyati Purnawati,ghaliyatipurnawati@gmail.com,gmail.com,2018-11-26 23:47:32.843,2018-12-07 21:55:44.156512,2018-12-08 22:53:02.171,2018-12-20 19:41:32.709,3000000.0,IDR,BRI,Success
192,Usyi Wijaya,usyiwijaya@hotmail.com,hotmail.com,2021-08-25 09:22:29.832,2021-08-26 17:30:40.715873,2021-08-28 00:34:18.179,2021-08-31 15:19:58.378,7000000.0,IDR,Mandiri,Success
179,Salwa Uyainah,salwauyainah@yahoo.com,yahoo.com,2021-05-11 18:42:06.015,2021-06-05 13:57:59.558218,2021-06-10 01:52:37.988,2021-06-21 02:30:00.279,11000000.0,IDR,Permata,Success
180,Harjaya Hartati,harjayahartati@yahoo.com,yahoo.com,2018-05-20 22:30:51.744,2018-05-25 02:37:08.440257,2018-06-05 11:57:28.949,2018-06-12 04:43:46.331,3000000.0,IDR,BNI,Success
181,Sabrina Pratiwi,sabrinapratiwi@yahoo.com,yahoo.com,2022-10-27 05:52:04.082,2022-10-28 15:30:17.644577,2022-11-20 03:35:53.738,2022-11-28 01:33:50.872,11000000.0,IDR,Mandiri,Success
182,Ghani Marbun,ghanimarbun@yahoo.com,yahoo.com,2022-12-06 00:04:21.953,2022-12-11 00:43:33.338789,2022-12-20 02:54:14.937,2022-12-21 03:38:55.454,5000000.0,IDR,BNI,Success
183,Reza Wibisono,rezawibisono@yahoo.com,yahoo.com,2016-01-03 10:59:01.953,2016-01-09 19:17:47.198600,2016-01-27 16:18:40.414,2016-02-09 20:22:47.790,3000000.0,IDR,BNI,Success
184,Laila Siregar,lailasiregar@gmail.com,gmail.com,2020-08-22 06:32:17.465,2020-09-06 18:23:43.109530,2020-09-20 10:14:00.984,2020-09-28 07:58:45.855,9000000.0,IDR,Mandiri,Success
370,Lasmono Najmudin,lasmononajmudin@hotmail.com,hotmail.com,2020-02-16 20:31:45.629,Tidak Ada Data,2020-02-27 13:25:36.002,2020-03-01 03:43:58.367,11000000.0,IDR,Permata,Waiting
189,Balidin Habibi,balidinhabibi@yahoo.com,yahoo.com,2020-10-08 20:59:20.613,2020-10-09 00:19:49.261073,2020-10-24 02:49:59.590,2020-11-03 03:03:55.911,9000000.0,IDR,BSI,Success
190,Ega Pratama,egapratama@hotmail.com,hotmail.com,2023-09-24 08:58:00.630,2023-10-03 14:43:32.484229,2023-10-08 14:35:25.300,2023-10-16 21:05:11.475,15000000.0,IDR,Dana,Success
195,Saka Simbolon,sakasimbolon@yahoo.com,yahoo.com,2018-05-21 11:56:57.785,2018-05-21 12:56:53.241315,2018-05-29 01:28:50.020,2018-05-30 06:44:04.748,5000000.0,IDR,Permata,Success
196,Mumpuni Jailani,mumpunijailani@hotmail.com,hotmail.com,2018-08-26 02:05:33.665,2018-09-14 07:16:35.215303,2018-09-25 22:10:24.376,2018-10-03 14:55:02.118,15000000.0,IDR,Dana,Success
197,Daruna Halimah,darunahalimah@hotmail.com,hotmail.com,2015-03-24 01:47:54.543,2015-04-19 14:47:01.301823,2015-04-20 22:04:46.409,2015-04-21 21:20:02.846,11000000.0,IDR,BCA,Success
198,Lulut Handayani,luluthandayani@yahoo.com,yahoo.com,2018-02-24 19:00:16.220,2018-03-11 06:56:26.821844,2018-03-16 08:08:53.345,2018-03-29 20:16:58.374,3000000.0,IDR,Ovo,Success
199,Eluh Megantara,eluhmegantara@hotmail.com,hotmail.com,2022-08-28 03:46:07.721,Tidak Ada Data,2022-09-23 14:24:59.100,2022-09-29 21:33:32.431,15000000.0,IDR,Mandiri,Waiting
288,Kasiyah Kusmawati,kasiyahkusmawati@hotmail.com,hotmail.com,2023-09-25 19:17:56.488,2023-10-02 09:56:34.079062,2023-10-04 03:53:46.398,2023-10-05 21:24:20.478,1000000.0,IDR,BRI,Success
200,Embuh Saptono,embuhsaptono@yahoo.com,yahoo.com,2019-06-20 18:07:27.899,2019-07-16 13:36:57.936175,2019-07-17 05:49:57.765,2019-07-23 08:17:55.650,1000000.0,IDR,BSI,Success
201,Tina Padmasari,tinapadmasari@yahoo.com,yahoo.com,2023-09-02 21:59:48.966,2023-09-11 19:54:54.931093,2023-09-24 04:53:53.233,2023-09-28 06:15:13.456,9000000.0,IDR,Permata,Success
202,Mariadi Oktaviani,mariadioktaviani@yahoo.com,yahoo.com,2017-06-22 10:51:51.017,2017-06-30 15:58:43.385267,2017-07-16 18:10:36.076,2017-07-22 07:15:24.389,9000000.0,IDR,Dana,Success
203,Saka Maheswara,sakamaheswara@gmail.com,gmail.com,2018-12-21 07:12:15.102,Tidak Ada Data,2019-01-06 01:49:17.412,2019-01-17 11:52:37.398,3000000.0,IDR,Ovo,Failed
204,Bahuwarna Yuniar,bahuwarnayuniar@gmail.com,gmail.com,2023-04-12 19:52:39.871,2023-04-12 21:11:14.982286,2023-04-13 00:39:56.231,2023-04-24 07:44:22.137,5000000.0,IDR,BNI,Success
205,Clara Salahudin,clarasalahudin@yahoo.com,yahoo.com,2015-10-10 03:33:58.034,2015-10-12 01:48:34.172526,2015-10-13 10:14:28.014,2015-10-21 18:02:10.607,15000000.0,IDR,BNI,Success
206,Dadi Prastuti,dadiprastuti@yahoo.com,yahoo.com,2015-12-18 05:04:30.291,Tidak Ada Data,2016-01-08 08:18:20.591,2016-01-18 20:47:25.667,1000000.0,IDR,Dana,Failed
220,Artanto Pudjiastuti,artantopudjiastuti@hotmail.com,hotmail.com,2023-06-20 19:00:43.532,2023-06-23 12:15:24.316824,2023-06-23 17:58:19.529,2023-07-01 06:09:56.923,9000000.0,IDR,BSI,Success
390,Irwan Wastuti,irwanwastuti@gmail.com,gmail.com,2021-01-21 06:17:01.992,2021-01-28 17:55:04.158682,2021-02-11 03:59:44.180,2021-02-19 17:31:37.292,1000000.0,IDR,BRI,Success
207,Wani Firmansyah,wanifirmansyah@gmail.com,gmail.com,2016-10-14 09:11:54.364,Tidak Ada Data,2016-10-18 19:44:29.455,2016-10-23 17:15:41.717,3000000.0,IDR,BNI,Waiting
208,Lega Januar,legajanuar@yahoo.com,yahoo.com,2016-05-03 22:40:55.537,2016-05-13 18:40:40.985053,2016-05-19 08:29:00.567,2016-05-20 08:50:24.722,5000000.0,IDR,Permata,Success
209,Raden Tarihoran,radentarihoran@gmail.com,gmail.com,2016-10-08 05:25:38.668,2016-10-09 03:25:04.053241,2016-10-11 02:20:31.404,2016-10-22 05:48:38.095,9000000.0,IDR,BSI,Success
210,Adhiarja Sirait,adhiarjasirait@gmail.com,gmail.com,2021-04-19 09:32:55.683,Tidak Ada Data,2021-05-04 11:40:27.803,2021-05-06 00:08:12.111,7000000.0,IDR,Mandiri,Failed
211,Gaman Puspasari,gamanpuspasari@gmail.com,gmail.com,2016-10-08 08:53:44.019,2016-10-13 08:56:58.526401,2016-11-03 00:19:27.595,2016-11-12 23:59:46.618,1000000.0,IDR,BCA,Success
212,Hardi Iswahyudi,hardiiswahyudi@hotmail.com,hotmail.com,2020-05-01 18:19:27.654,2020-05-14 04:02:06.802668,2020-05-28 08:52:24.379,2020-06-03 00:44:07.202,7000000.0,IDR,BSI,Success
249,Aslijan Hastuti,aslijanhastuti@gmail.com,gmail.com,2022-11-02 22:43:48.393,2022-11-20 21:53:14.931143,2022-11-23 11:24:37.072,2022-12-01 17:00:54.410,15000000.0,IDR,BNI,Success
213,Ade Rahimah,aderahimah@gmail.com,gmail.com,2016-10-23 07:02:00.810,2016-11-05 17:28:24.937820,2016-11-18 20:57:13.745,2016-11-26 15:43:15.958,1000000.0,IDR,BCA,Success
214,Dian Andriani,dianandriani@gmail.com,gmail.com,2022-02-23 18:26:59.132,2022-03-03 13:23:21.250224,2022-03-12 09:09:20.053,2022-03-14 17:08:06.171,9000000.0,IDR,BCA,Success
215,Ghaliyati Nuraini,ghaliyatinuraini@gmail.com,gmail.com,2023-02-03 16:47:41.539,2023-02-08 23:31:24.568568,2023-02-10 11:59:51.914,2023-02-18 18:16:55.822,15000000.0,IDR,BSI,Success
216,Viman Prasetya,vimanprasetya@yahoo.com,yahoo.com,2021-08-23 01:50:36.529,2021-09-05 20:02:53.980494,2021-09-16 12:33:30.562,2021-09-21 01:52:37.275,15000000.0,IDR,Dana,Success
217,Salwa Dongoran,salwadongoran@gmail.com,gmail.com,2018-08-26 12:17:12.245,2018-09-03 20:55:27.765982,2018-09-08 15:45:41.017,2018-09-22 09:57:14.882,5000000.0,IDR,BSI,Success
221,Cakrawala Halimah,cakrawalahalimah@gmail.com,gmail.com,2018-01-10 09:57:33.559,2018-01-11 11:04:42.695114,2018-01-12 06:19:50.544,2018-01-23 20:30:14.715,1000000.0,IDR,BRI,Success
222,Karen Haryanto,karenharyanto@yahoo.com,yahoo.com,2020-06-25 04:58:35.452,2020-06-26 20:02:18.341743,2020-07-03 10:41:28.177,2020-07-04 02:53:06.720,13000000.0,IDR,Dana,Success
223,Gilda Safitri,gildasafitri@gmail.com,gmail.com,2018-03-10 02:15:14.112,2018-03-14 00:05:53.857223,2018-03-18 06:53:15.275,2018-03-24 20:05:34.090,1000000.0,IDR,BSI,Success
224,Winda Winarno,windawinarno@yahoo.com,yahoo.com,2017-10-01 00:15:57.034,2017-10-19 07:23:35.484841,2017-10-20 09:14:24.800,2017-10-28 13:36:54.729,3000000.0,IDR,Permata,Success
227,Empluk Najmudin,empluknajmudin@gmail.com,gmail.com,2018-02-12 23:16:47.006,Tidak Ada Data,2018-02-14 17:08:54.830,2018-02-26 13:23:07.300,3000000.0,IDR,Dana,Failed
228,Rosman Mulyani,rosmanmulyani@hotmail.com,hotmail.com,2018-01-14 23:02:38.894,2018-01-19 16:14:23.656084,2018-01-25 07:28:29.570,2018-01-28 13:55:47.450,1000000.0,IDR,Dana,Success
229,Eman Halimah,emanhalimah@hotmail.com,hotmail.com,2022-03-25 15:46:47.237,2022-03-27 20:02:38.283984,2022-03-31 02:10:09.353,2022-04-08 13:41:47.472,5000000.0,IDR,Dana,Success
230,Kunthara Agustina,kuntharaagustina@yahoo.com,yahoo.com,2019-05-15 19:13:30.970,Tidak Ada Data,2019-05-23 21:16:33.984,2019-06-04 15:14:30.444,11000000.0,IDR,BSI,Waiting
231,Bakti Narpati,baktinarpati@gmail.com,gmail.com,2016-10-08 06:10:41.904,2016-10-25 03:43:30.461061,2016-10-28 22:53:35.044,2016-11-03 09:27:00.483,9000000.0,IDR,Mandiri,Success
232,Tedi Purnawati,tedipurnawati@yahoo.com,yahoo.com,2019-01-30 12:18:09.839,2019-02-03 15:59:34.169787,2019-02-14 10:17:47.559,2019-02-24 09:40:12.840,1000000.0,IDR,Ovo,Success
233,Manah Rahimah,manahrahimah@gmail.com,gmail.com,2021-05-31 06:53:15.762,2021-06-14 09:47:19.428932,2021-06-28 03:43:23.767,2021-07-06 10:43:54.952,3000000.0,IDR,Mandiri,Success
234,Saka Maheswara,sakamaheswara@gmail.com,gmail.com,2022-08-01 10:39:32.156,2022-08-07 17:39:26.949316,2022-08-19 22:58:19.237,2022-08-21 00:55:30.194,15000000.0,IDR,Ovo,Success
235,Karta Sihombing,kartasihombing@hotmail.com,hotmail.com,2020-04-04 14:33:24.668,2020-04-07 11:38:02.680159,2020-04-08 01:44:46.336,2020-04-16 01:51:25.022,3000000.0,IDR,BCA,Success
236,Perkasa Hariyah,perkasahariyah@gmail.com,gmail.com,2015-04-20 00:06:42.390,2015-04-21 09:30:06.534575,2015-05-06 12:52:16.025,2015-05-12 04:56:16.108,15000000.0,IDR,Permata,Success
237,Hesti Wijayanti,hestiwijayanti@hotmail.com,hotmail.com,2018-02-15 14:28:16.331,2018-02-25 12:57:31.460561,2018-03-14 18:02:14.486,2018-03-18 04:00:30.716,11000000.0,IDR,BRI,Success
238,Janet Habibi,janethabibi@hotmail.com,hotmail.com,2022-04-03 15:01:12.111,2022-05-02 03:58:35.121094,2022-05-02 23:40:13.285,2022-05-09 17:21:07.157,3000000.0,IDR,Mandiri,Success
239,Ega Usamah,egausamah@hotmail.com,hotmail.com,2020-06-25 19:50:11.899,2020-06-28 05:13:58.215332,2020-07-02 19:27:43.043,2020-07-16 03:50:19.733,15000000.0,IDR,BSI,Success
